ensembl_gene_id_version	gene_biotype	mirbase_id	external_gene_name	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	Dif_D6_1_S4	Dif_D6_2_S3	Dif_D6_3_S2	Dif_D6_4_S1	Undif_D2_1_S8	Undif_D2_2_S7	Undif_D2_3_S6	Undif_D2_4_S5
ENSMUSG00000064441.3	snoRNA		Snord37	1954.6373719458543	-2.800707557147385	0.63843656312564	-4.386821994397938	1.1501884380867618e-5	9.562995299521363e-5	1419.0345380793	4204.076684083835	3872.839254478031	4178.236147148488	140.96430224525	178.57127823558363	682.1215178692511	961.2552534270945
ENSMUSG00000064487.3	snoRNA		Gm23736	3.457383618359158	-4.1428705141425235	1.2838205466804316	-3.2269856755718105	0.0012510172281651945	0.005768807083784835	6.554432046555659	3.489946401646849	9.180825086473618	8.43386541219714	0	0	0	0
ENSMUSG00000064542.3	snoRNA		Gm22980	7832.4611319089145	-1.9589857585664996	0.6070768281647989	-3.2269157175518277	0.001251323126827098	0.005768807083784835	5388.211315986363	16417.14411664698	13619.937632285342	14413.97209917504	1268.6787202072499	1049.650684262821	4677.917567282285	5824.176919425236
ENSMUSG00000064612.4	snoRNA		Gm26457	10.83906185825203	-5.79040821077787	1.1600421358231081	-4.991549903201822	5.989670273476137e-7	6.9719761983262235e-6	11.236169222666843	24.42962481152794	22.768446214454574	28.27825461736688	0	0	0	0
ENSMUSG00000064647.3	snoRNA		Gm23301	12619.785521977277	-2.5548018359260336	0.6790428412418915	-3.762357366515482	1.683193044584398e-4	0.0010884648354979108	8553.065647037523	27998.53125051205	24173.846918691954	25550.147211386167	809.0125172336086	1361.0615719175582	4688.687907038116	7823.931152001244
ENSMUSG00000064682.3	snRNA		Gm25813	36.51372608217481	-3.375887655725562	0.5552542891486454	-6.079894782806106	1.2026143617163345e-9	2.1872548703715834e-8	69.75788392405666	57.147872326967146	64.63300860877428	74.41645951938652	3.0644413531576085	2.177698515068093	7.180226503886853	13.73221790610135
ENSMUSG00000064765.4	misc_RNA		Gm26456	13.290652784823479	-1.5622241419343645	0.6046056079581025	-2.5838730593491657	0.00976977450824253	0.031472373231349556	14.981558963555793	24.865868111733796	15.056553141816734	24.805486506462174	3.0644413531576085	4.355397030136186	7.180226503886853	12.015690667838681
ENSMUSG00000064778.4	snoRNA		Snord59a	6817.665777408389	-2.1923723871959995	0.6632205274317985	-3.305646156167037	9.47576695849978e-4	0.004520406860530223	5094.666395044192	15038.179044696271	12067.643726664382	12549.591733349343	726.2726006983532	680.5307859587791	3277.7733990243487	5106.66853383144
ENSMUSG00000064795.3	snRNA		Gm22423	80.58491604829476	0.6911615686015085	0.25380591847671574	2.7231893280885644	0.006465499362180385	0.022668196558969785	58.52171470138981	58.89284552779057	73.07936768833	54.57207031421678	113.38433006683151	94.72988540546204	100.52317105441595	90.97594362792145
ENSMUSG00000064844.3	snoRNA		Gm26202	11974.409483760302	-1.9774259859757208	0.6129735712508296	-3.225956352311567	0.0012555250239623353	0.005768807083784835	6653.216700971605	27098.56132218737	21198.157891664127	21444.839194566677	2123.6578577382224	1731.270319479134	6372.451022199582	9173.121561275702
ENSMUSG00000064871.3	snoRNA		Snord58b	686.525833283527	-3.3092479591654214	0.7045862831429641	-4.696724926865995	2.6436608930290372e-6	2.481630064101451e-5	537.9316015351752	1395.5423173585336	1490.2315280363978	1566.2184180180218	21.45108947210326	45.73166881642995	136.4243035738502	298.67573945770437
ENSMUSG00000064883.3	misc_RNA		Gm24203	217.78466743263388	-1.205394330000945	0.4205139025680272	-2.866479140498682	0.00415065511789195	0.01596265162079151	265.45449788550417	326.30998855398036	290.11407273256634	330.40908026607616	82.73991653525543	60.975558421906605	197.45622885688846	188.81799620889356
ENSMUSG00000064884.3	snRNA		Gm24204	7.3294100360167285	-2.2120964713199336	0.7942679110965898	-2.7850759679638166	0.005351518352123325	0.019712554942631487	9.831648069833488	12.651055705969826	12.853155121063065	14.883291903877305	0	3.2665477726021397	0	5.149581714788006
ENSMUSG00000064899.3	snoRNA		Snord118	11276.059953636974	-1.7881683426706894	0.38476126362960705	-4.647474971368431	3.360228491342229e-6	3.0878731294123854e-5	10738.032387128615	19989.976745332944	18612.837547313153	20609.390409029034	3324.918868176005	3320.990235478842	7618.220320623952	5994.113116013239
ENSMUSG00000064918.5	snoRNA		Gm22571	376.6433776333223	-2.005378693394023	0.5276303975633146	-3.800726233088914	1.442726294268916e-4	9.54166708255124e-4	268.26354019117093	778.6942908674531	593.4485335896546	769.4661914304567	76.61103382894021	69.68635248217898	244.12770113215302	212.84937754457093
ENSMUSG00000064925.3	snoRNA		Snora62	180.55501761845568	-2.194751444789052	0.7589082888300259	-2.8919850752619918	0.003828161317708353	0.014919575135533	104.40273902727942	359.9007226698313	354.37984833788164	369.10563921615716	24.515530825260868	21.776985150680932	21.54067951166056	188.81799620889356
ENSMUSG00000064952.3	snoRNA		Gm24920	46.029769193336605	-2.8938234730623447	0.813154689022728	-3.558761342863585	3.726079139907868e-4	0.002168578059426379	26.217728186222637	112.11452815290501	106.86480400655292	78.88144709054971	0	2.177698515068093	17.950566259717135	24.031381335677363
ENSMUSG00000065110.6	snoRNA		Snord61	936.4840291916914	-4.108584441387519	0.4418464306079926	-9.298670661962792	1.422125272305806e-20	1.2415153627229686e-18	918.0886602354034	2072.1556759778164	1991.5045777578573	2096.0636097960537	91.93324059472825	46.820518073964	132.8341903219068	142.4717607758015
ENSMUSG00000065118.3	snoRNA		Gm23297	17.561101246107558	-2.322763814232951	0.8417131183218803	-2.7595670825041134	0.005787800299834282	0.020879130833699702	10.299821787444607	44.06057332079146	31.2148052940103	32.24713245840083	6.128882706315217	1.0888492575340465	0	15.448745144364018
ENSMUSG00000065147.3	snoRNA		Snora31	80.48035113228799	-2.8270142358902923	0.577802742239271	-4.892697852097787	9.94630439625898e-7	1.0589175290163525e-5	73.50327366494561	178.859753084401	144.32257035936527	161.73177202213338	21.45108947210326	5.444246287670233	43.08135902332112	15.448745144364018
ENSMUSG00000065176.3	snRNA		Rnu12	448.0622585824957	-1.8592171391427867	0.3655238302870043	-5.086445766567271	3.648359831134016e-7	4.304078557540535e-6	470.9827599167852	780.4392640682765	739.2400359628557	816.1005060626055	125.64209547946194	131.75076016161964	280.02883365158726	240.31381335677364
ENSMUSG00000065219.3	snoRNA		Snord32a	8385.18237388087	-1.8966324179690388	0.705658324824859	-2.687748944844906	0.007193545867214337	0.024188028871058666	5992.623585422317	17888.592768241335	13366.914092902129	15630.929267182075	726.2726006983532	965.8092914326993	5381.579764663196	7128.737620504863
ENSMUSG00000065258.3	snoRNA		Gm23969	6128.20056837706	-1.57821095736428	0.6242566551248496	-2.528144384858247	0.011466718463556909	0.0361387914031956	4130.228536765288	11947.39526273778	9755.177503883408	10893.081344447799	854.9791375309727	1243.4658521038812	4275.824883064622	5925.452026482732
ENSMUSG00000065273.3	snoRNA		Gm25128	284.87872261967016	-2.1632093653590756	0.6963023762762673	-3.106709727069484	0.0018918206052560011	0.008176036576180639	158.24271655255805	635.6064883999323	517.4313018736531	552.170129633848	18.38664811894565	44.64281955889591	132.8341903219068	219.7154864976216
ENSMUSG00000065304.3	snoRNA		Gm23245	26.9788542173376	-2.592536341194124	0.5740156695039892	-4.51649054011775	6.287292456344071e-6	5.544248802412499e-5	32.303986515167175	60.20157542840814	38.92669836664814	52.58763139369981	0	8.710794060272372	17.950566259717135	5.149581714788006
ENSMUSG00000065333.3	snRNA		Gm24928	5.820407466399372	-2.702210106516092	1.048641727236937	-2.5768668519763533	0.009970034697786529	0.03199941283517515	5.618084611333422	7.416136103499554	12.118689114145175	14.38718217374806	0	0	3.5901132519434267	3.4330544765253377
ENSMUSG00000065396.3	miRNA	mmu-mir-99b	Mir99b	23073.17463573162	-0.6283058326668932	0.20500389703504618	-3.0648482382726705	0.002177804744910303	0.009229240496634438	33907.013324267646	26862.117453475796	25152.15563990658	26158.377740524622	14954.47380340913	19039.618117240338	19767.163565200506	18744.47744182834
ENSMUSG00000065398.3	miRNA	mmu-mir-188	Mir188	72.89987517573624	2.7317546782251134	0.5620015537875611	4.860760010029666	1.1693594553866428e-6	1.2152985768482608e-5	39.32659227933395	10.906082505146403	16.52548515565251	9.92219460258487	144.0287435984076	205.7925096739348	89.75283129858568	66.94456229224409
ENSMUSG00000065411.4	miRNA	mmu-mir-195a	Mir195a	600.5182139171748	2.1480878963017283	0.35264537123761225	6.091354293870337	1.1195945992570202e-9	2.079587415215699e-8	208.33730433694774	229.4639759082803	216.30023903731845	230.69102451009823	1452.5452013967065	1219.511168438132	574.4181203109483	672.8786773989661
ENSMUSG00000065417.3	miRNA	mmu-mir-340	Mir340	1480.6048383431262	-1.4288066578528116	0.26775947368595987	-5.336157254060707	9.493707303565786e-8	1.2188244817666074e-6	2592.277874412763	1804.3022896514208	1999.9509368374129	2244.8965288348268	707.8859525794076	1089.9381067915806	779.0545756717236	626.5324419658741
ENSMUSG00000065418.3	miRNA	mmu-mir-322	Mir322	7570.671035162146	-2.842407243196418	0.4951359605080854	-5.740660081080906	9.430822336310274e-9	1.5534165848299755e-7	15606.570876566635	10200.240845413327	12576.995902461938	14765.217788106545	882.5591097093912	834.0585312710797	3590.113251943427	2109.61197582482
ENSMUSG00000065422.3	miRNA	mmu-mir-221	Mir221	464.9612627669398	2.093674572113374	0.4329725426065047	4.83558278201524	1.3275611091594155e-6	1.3476288933676392e-5	273.4134510848932	132.1817199623744	134.7745122694327	165.7006498631673	1198.1965690846248	886.3232956327139	520.5664215317969	408.53348270651514
ENSMUSG00000065428.6	miRNA	mmu-mir-382	Mir382	1122.3821413999317	2.3825618270168705	0.486586682987151	4.896479723592816	9.75687104205387e-7	1.0589175290163525e-5	385.77514331156164	332.8536380570682	340.42499420644174	385.97337004055146	2960.2503471502496	2779.8321544844207	1181.1472598893874	612.8002240597727
ENSMUSG00000065429.3	miRNA	mmu-mir-345	Mir345	1250.3965641822947	-1.0846847937727535	0.3139626217818088	-3.454821429432976	5.506574016197883e-4	0.0029312433635004585	2667.6538429481534	1221.481240576397	1384.1011900367625	1525.5374201474237	781.4325450551902	896.1229389505203	804.1853684353276	722.6579673085836
ENSMUSG00000065431.3	miRNA	mmu-mir-186	Mir186	1727.9848960426998	1.4408796814758162	0.35898330147182345	4.013779124455767	5.975426542304758e-5	4.3175948646125386e-4	1457.892956641023	677.0496019194886	774.4944042949144	812.6277379517009	3177.82568322444	3138.063560213122	1827.3676452392042	1958.557578857705
ENSMUSG00000065433.3	miRNA	mmu-mir-370	Mir370	41.7534697764792	1.7922047256122333	0.5835405716488017	3.071259844963881	0.0021315756005857193	0.009077392679567479	24.345033315778164	20.939678409881093	16.52548515565251	13.394962713489575	94.99768194788587	108.88492575340466	39.49124577137769	15.448745144364018
